Code AGB,Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,Agriculture,Transformation,Emballage,Transport,Supermarché et distribution,Consommation
20165,20165,"fruits, légumes, légumineuses et oléagineux",légumes,"Rutabaga, cuit","Rutabaga or Swede, cooked",0.10730073,0,0.28040205,0.33434082,0.014383089,0.20981046
13134,13134,"fruits, légumes, légumineuses et oléagineux",fruits,"Salade de fruits, crue","Fruit salad, raw",0.16369876,0.30757109,0.24015486,0.30163399,0.0095720496,0.080370398
20012,20012,"fruits, légumes, légumineuses et oléagineux",légumes,"Salade ou chicorée frisée, crue","Curly endive, raw",0.22985437,0,0,0.27421146,0.046514282,0.080370398
25604,25604,"fruits, légumes, légumineuses et oléagineux",légumes,"Salade verte, crue, sans assaisonnement","Green salad, raw, without seasoning",0.3064725,0,0,0.36561529,0.062019043,0.21432106
20283,20283,"fruits, légumes, légumineuses et oléagineux",légumes,"Salicorne (Salicornia sp.), fraîche","Glasswort (Salicornia sp.), fresh",0.65884482,0,0,0.27421146,0.15430683,0.08872985
20197,20197,"fruits, légumes, légumineuses et oléagineux",légumes,"Salsifis noir, cru","Salsify, black, raw",0.091856999,0,0,0.27421146,0.012312939,0.080370398
20081,20081,"fruits, légumes, légumineuses et oléagineux",légumes,"Salsifis, appertisé, égoutté","Salsify, canned, drained",0.086012552,0.35213496,0.26516641,0.32570047,0.023920451,0.011045523
20046,20046,"fruits, légumes, légumineuses et oléagineux",légumes,"Salsifis, cuit","Salsify, cooked",0.10730073,0,0.28040205,0.33434082,0.014383089,0.20004554
20237,20237,"fruits, légumes, légumineuses et oléagineux",légumes,"Salsifis, surgelé, cru","Salsify, frozen, raw",0.083084656,0.047890993,0.26265668,0.21833317,0.068012458,0.025304288
20090,20090,"fruits, légumes, légumineuses et oléagineux",légumes,"Scarole, crue",Escaroles,0.3064725,0,0,0.36561529,0.20574244,0.225467
15010,15010,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Sésame, graine",Sesame seed,3.7981775,0,0.53079866,0.51042808,0.04541307,0.32148159
15035,15035,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Sésame, graine décortiquée","Sesame seed, husked",3.7981775,0,0.53079866,0.51042808,0.04541307,0.32148159
15038,15038,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Sésame, grillé, graine décortiquée","Sesame seed, grilled, husked",3.7981775,0,0.53079866,0.51042808,0.04541307,0.32148159
20901,20901,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Soja, graine entière","Soybean, whole grain",0.9232928,0.0075366852,0.26539933,0.24987098,0.022706535,0
13126,13126,"fruits, légumes, légumineuses et oléagineux",fruits,"Sureau, baie, crue","Elderberry, berries, raw",0.50423827,0,0,0.27421146,0.015692286,0.080370398
15203,15203,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Tahin ou Purée de sésame,Tahini (sesame paste),2.2356504,0.18481955,0.28154442,0.29419587,0.019537154,0
13080,13080,"fruits, légumes, légumineuses et oléagineux",fruits,"Tamarin, fruit immature, pulpe, cru","Tamarind, mature fruit, pulp, raw",0.17025166,0,0,0.27421146,0.0068363046,0.080370398
4000,4000,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Tapioca ou Perles du Japon, cru","Tapioca, raw",0.15503843,0,0.13756765,0.41821496,0.012312939,0.080370398
53200,53200,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Taro, tubercule, cru","Taro, tuber, raw",0.15499194,0,0,0.38425821,0.012312939,0.080370398
53201,53201,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Taro, tubercule, cuit","Taro, tuber, cooked",0.220679,0,0.34196418,0.55673835,0.017531279,0.22062258
20158,20158,"fruits, légumes, légumineuses et oléagineux",légumes,"Tétragone cornue, cuite","New Zealand spinach, cooked",0.13754601,0,0.23138385,0.27574501,0.044812071,0.11569652
20172,20172,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate cerise, crue","Tomato, cherry, raw",0.21259823,0,0,0.27421146,0.015692286,0.080370398
20047_2,20047,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate de saison, crue","Tomato, in season, raw",0.21259823,0,0,0.27421146,0.015692286,0.080370398
20047_3,20047,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate hors saison, crue","Tomato, off season, raw",1.5551595,0,0,0.30968935,0.015692286,0.080370398
20119,20119,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate verte, crue","Tomato, green, raw",0.31602802,0,0,0.2933684,0.015692286,0.080370398
20068,20068,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, concentré, appertisé","Tomato paste, concentrated, canned",0.98609476,1.0848909,0.17544348,0.56760528,0.015841359,0
20260,20260,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)","Tomato coulis, canned (tomato puree semi-reduced 11%)",0.12013921,0.12011865,0.17544348,0.23244792,0.015841359,0.011045523
20047_1,20047,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, crue","Tomato, raw",0.31602802,0,0,0.2933684,0.015692286,0.080370398
20268,20268,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, double concentré, appertisé","Tomato paste, double concentrate, canned",1.978572,1.0848909,0.17544348,0.89285662,0.015841359,0
20048,20048,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, pelée, appertisée, égouttée","Tomato, peeled, canned, drained",0.19253079,0.19249783,0.28115942,0.37251269,0.025386793,0.20475879
20242,20242,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, pulpe et peau, bouillie/cuite à l'eau","Tomato, pulp and peel, boiled/cooked in water",0.36916118,0,0.28040205,0.35671858,0.019051132,0.20981046
20289,20289,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, pulpe et peau, rôtie/cuite au four","Tomato, roasted/baked, with skin",0.36916118,0,0.28040205,0.35671858,0.019051132,0.18972078
20169,20169,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, pulpe, appertisée","Tomato pulp, canned",0.15017401,0.15014831,0.21930435,0.2905599,0.019801698,0.09141592
20170,20170,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, purée, appertisée","Tomato puree, canned",0.12013921,0.12011865,0.17544348,0.23244792,0.015841359,0.011045523
20189,20189,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, séchée","Tomato, dried",3.1908042,3.2972019,0.65774719,0.25607225,0.025237858,0.080370398
20256,20256,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, séchée, à l'huile","Tomato, dried, in oil",3.1908042,3.2972019,0.65774719,0.25607225,0.025237858,0.080370398
20196,20196,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Topinambour, cru","Jerusalem artichoke, raw",0.31428967,0,0,0.14897953,0.010835386,0.032148159
20050,20050,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Topinambour, cuit","Jerusalem artichoke, cooked",0.45143425,0,0.30647249,0.2311427,0.0098323107,0.13830684
15011,15011,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Tournesol, graine",Sunflower seed,2.0201424,0.022429634,0.53079866,0.30958988,0.04541307,0.32148159
15045,15045,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Tournesol, graine, grillé, salé","Sunflower seed, grilled, salted",2.0201424,0.022429634,0.53079866,0.30958988,0.04541307,0.32148159
31035,31035,glaces et sorbets,glaces,Barre glacée chocolatée,"Ice cream, chocolate coated",1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39533,39533,glaces et sorbets,desserts glacés,Bûche glacée,Ice cream log,1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39530,39530,glaces et sorbets,desserts glacés,Citron givré ou Orange givrée (sorbet),Frosted lemon or orange (sorbet),1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39534,39534,glaces et sorbets,desserts glacés,Coupe glacée parfum pêche Melba ou poire Belle-Hélène,"Goblet of ice cream, peach Melba or Belle Helene pear type",1.2897236,0.33389457,0.18066363,0.19104967,0.064524479,0.025304288
39532,39532,glaces et sorbets,desserts glacés,Coupe glacée type café ou chocolat liégeois,"Goblet of ice cream, coffee or chocolate ice cream topped with whipped cream",1.2897236,0.33389457,0.18066363,0.19104967,0.064524479,0.025304288
39516,39516,glaces et sorbets,desserts glacés,"Dessert glacé feuilleté, à partager","Frozen dessert, puff pastry, to share",1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39502,39502,glaces et sorbets,desserts glacés,Dessert glacé type mystère ou vacherin,"Frozen dessert, ice cream with meringue, vacherin ice cream or mystery ice cream type",1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39512,39512,glaces et sorbets,desserts glacés,"Dessert glacé, type sundae","Frozen dessert, Sundae ice cream type",1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39526,39526,glaces et sorbets,sorbets,Glace à l'eau,Ice lolly,0.18555237,0.2253907,0.18066363,0.2198649,0.064524479,0.025304288
39517,39517,glaces et sorbets,glaces,Glace au yaourt,Frozen yogurt,1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39503,39503,glaces et sorbets,glaces,"Glace ou crème glacée, bâtonnet, enrobé de chocolat","Ice cream on stick, with chocolate coating",1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39509,39509,glaces et sorbets,glaces,"Glace ou crème glacée, cône (taille standard)","Ice cream, cone (normal size)",1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39515,39515,glaces et sorbets,glaces,"Glace ou crème glacée, en bac","Ice cream, in box",1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39520,39520,glaces et sorbets,glaces,"Glace ou crème glacée, gourmande, en bac","Ice cream, luxury, in box",1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39521,39521,glaces et sorbets,glaces,"Glace ou crème glacée, gourmande, en pot","Ice cream, luxury, in cup",1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39522,39522,glaces et sorbets,glaces,"Glace ou crème glacée, mini cône","Ice cream, cone, mini",1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39531,39531,glaces et sorbets,glaces,"Glace ou crème glacée, petit pot enfant","Ice cream, in cup for children",1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39523,39523,glaces et sorbets,glaces,"Glace ou crème glacée, pot individuel","Ice cream, in individual cup",1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39529,39529,glaces et sorbets,desserts glacés,Nougat glacé,Iced nougat,1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39518,39518,glaces et sorbets,desserts glacés,Omelette norvégienne,baked Alaska,1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
39401,39401,glaces et sorbets,desserts glacés,Pêche melba,Peach melba (with vanilla ice cream and raspberry sauce),1.2897236,0.33389457,0.18066363,0.19104967,0.064524479,0.025304288
39519,39519,glaces et sorbets,desserts glacés,Poire belle Hélène,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream),1.066498,0.21551441,0.18066363,0.19722452,0.064524479,0.025304288
23472,23472,glaces et sorbets,desserts glacés,Profiterole avec glace vanille et sauce chocolat,"Profiteroles (chou pastry), with vanilla ice cream and chocolate sauce",1.1778755,2.0006887,0.18068067,0.21051389,0.064524479,0.025304288
31013,31013,glaces et sorbets,sorbets,"Sorbet, bâtonnet","Sorbet, on stick",0.23400903,0.18029105,0.26284113,0.30260476,0.064524479,0.025304288
39524,39524,glaces et sorbets,sorbets,"Sorbet, en bac","Sorbet, in box",0.23400903,0.18029105,0.18066363,0.30260476,0.064524479,0.025304288
12112,12112,lait et produits laitiers,fromages,Abondance,"Abondance cheese, from cow's milk",5.1182235,0.40534942,0.26266115,0.21150363,0.03557378,0.0066875618
12761,12761,lait et produits laitiers,fromages,Asiago,"Asiago cheese, from cow's milk",5.0253753,0.41481283,0.26266115,0.21150363,0.03557378,0.0066875618
12105,12105,lait et produits laitiers,fromages,Beaufort,"Beaufort cheese, from cow's milk",5.2492875,0.39273154,0.26266115,0.21150363,0.03557378,0.0066875618
12526,12526,lait et produits laitiers,fromages,Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC),"Gex blue cheese, or Jura blue cheese or Septmoncel blue cheese, from cow's milk",4.8008352,0.24336023,0.26266115,0.21150363,0.03557378,0.0066875618
19508,19508,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré","Dairy drink or fermented milk or yogurt, flavoured, with sugar",1.0464698,0.16364051,0.18422242,0.2340023,0.037393191,0.0066875618
19535,19535,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré","Dairy drink or fermented milk or yogurt, with fruits, with sugar",1.0464698,0.16364051,0.18422242,0.2340023,0.037393191,0.0066875618
19538,19538,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei","Dairy drink or fermented milk or yogurt, plain, with sugar, with L Casei",1.0464698,0.16364051,0.18422242,0.2340023,0.037393191,0.0066875618
12021,12021,lait et produits laitiers,fromages,Brie de Meaux,"Brie de Meaux cheese, from cow's milk",4.3211643,0.27020143,0.26266115,0.21150363,0.03557378,0.0066875618
12022,12022,lait et produits laitiers,fromages,Brie de Melun,"Brie de Melun cheese, from cow's milk",4.3781965,0.26706996,0.26266115,0.21150363,0.03557378,0.0066875618
12020,12020,lait et produits laitiers,fromages,"Brie, sans précision","Brie cheese, from cow's milk",4.4912627,0.26080701,0.26266115,0.21150363,0.03557378,0.0066875618
12006,12006,lait et produits laitiers,fromages,Camembert au lait cru,"Camembert cheese, from cow's milk, from raw milk",4.456254,0.26259642,0.26266115,0.21150363,0.03557378,0.0066875618
12001,12001,lait et produits laitiers,fromages,"Camembert, sans précision","Camembert cheese, from cow's milk",4.456254,0.26259642,0.26266115,0.21150363,0.03557378,0.0066875618
12722,12722,lait et produits laitiers,fromages,Cantal entre-deux,"Cantal cheese, half matured, from cow's milk",4.9700701,0.42112177,0.26266115,0.21150363,0.03557378,0.0066875618
12723,12723,lait et produits laitiers,fromages,"Cantal, Salers ou Laguiole","Cantal, Salers or Laguiole cheese, from cow's milk",5.0231102,0.41560145,0.26266115,0.21150363,0.03557378,0.0066875618
12025,12025,lait et produits laitiers,fromages,Carré de l'Est,"Carré de l'Est cheese, from cow's milk",4.2616204,0.2733329,0.26266115,0.21150363,0.03557378,0.0066875618
12830,12830,lait et produits laitiers,fromages,Chabichou (fromage de chèvre),"Chabichou cheese, from goat's milk",6.0613288,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618
12028,12028,lait et produits laitiers,fromages,Chaource,"Chaource cheese, from cow's milk",4.1645447,0.29301645,0.26266115,0.21150363,0.03557378,0.0066875618
12726,12726,lait et produits laitiers,fromages,Cheddar,"Cheddar cheese, from cow's milk",5.3517794,0.38405675,0.26266115,0.21150363,0.03557378,0.0066875618
19689,19689,lait et produits laitiers,produits laitiers frais et assimilés,"Cheesecake ou Gâteau au fromage frais, rayon frais","Cheesecake, refrigerated",2.1954947,0.24879886,0.18576838,0.20524294,0.037393191,0.0066875618
12846,12846,lait et produits laitiers,fromages,Chevrot (fromage de chèvre),"Chevrot cheese, from goat's milk",5.4699796,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618
39216,39216,lait et produits laitiers,produits laitiers frais et assimilés,"Clafoutis aux fruits, rayon frais","Fruits batter-pudding, refrigerated",1.0608021,0.27917517,0.18576698,0.22957127,0.037393191,0.0066875618
12110,12110,lait et produits laitiers,fromages,Comté,"Comté cheese, from cow's milk",5.3937181,0.37932504,0.26266115,0.21150363,0.03557378,0.0066875618
12010,12010,lait et produits laitiers,fromages,Coulommiers,"Coulommiers cheese, from cow's milk",4.7049818,0.24828111,0.26266115,0.21150363,0.03557378,0.0066875618
39211,39211,lait et produits laitiers,produits laitiers frais et assimilés,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais","Custard cream with eggs (a small jar of chocolate or vanilla cream or other flavour), refrigerated",1.2872841,1.8973395,0.18574567,0.22700349,0.037393191,0.0066875618
39213,39213,lait et produits laitiers,produits laitiers frais et assimilés,"Crème brûlée, rayon frais","Caramelized custard cream (crème brûlée), refrigerated",1.2536646,0.2318044,0.18574567,0.20076953,0.037393191,0.0066875618
39209,39209,lait et produits laitiers,produits laitiers frais et assimilés,"Crème caramel, rayon frais","Custard cream with caramel sauce, refrigerated",1.1683709,0.18764837,0.18574567,0.21146567,0.037393191,0.0066875618
19420,19420,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème chantilly, sous pression, UHT","Whipped cream or Chantilly cream, under pressure, UHT",1.2600488,0.14020165,0.18793357,0.10778595,0.017573462,0
19431,19431,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais","Thick cream, light, 15-20% fat, refrigerated",2.0184392,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618
19430,19430,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT","Liquid cream, light, 15-20% fat, UHT",2.0184392,0.12934822,0.18055336,0.10251094,0.015765328,0
19410,19410,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 30% MG, épaisse, rayon frais","Thick cream 30% fat, refrigerated",3.1397943,0.12934822,0.18055336,0.18416821,0.036149489,0.0066875618
19415,19415,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 30% MG, semi-épaisse, UHT","Liquid cream 30% fat, UHT",3.1397943,0.12934822,0.18055336,0.10251094,0.015765328,0
39214,39214,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert à la vanille, appertisée","Custard dessert, vanilla, canned",0.97562944,0.19370167,0.18375262,0.12684065,0.017320377,0.0066875618
39229,39229,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert à la vanille, rayon frais","Custard dessert, vanilla, refrigerated",0.97562944,0.19370167,0.18574567,0.20620589,0.037393191,0.0066875618
39246,39246,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au café, rayon frais","Custard dessert, coffee, refrigerated",0.97562944,0.19370167,0.18574567,0.20620589,0.037393191,0.0066875618
39247,39247,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au caramel, rayon frais","Custard dessert, caramel, refrigerated",0.97562944,0.19370167,0.18574567,0.20620589,0.037393191,0.0066875618
39506,39506,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au chocolat, appertisée","Custard dessert, chocolate, canned",1.3880241,1.6011181,0.18375262,0.15229994,0.017320377,0.0066875618
39200,39200,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au chocolat, rayon frais","Custard dessert, chocolate, refrigerated",1.3880241,1.6011181,0.18574567,0.23166517,0.037393191,0.0066875618
19673,19673,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert, allégée en MG, rayon frais","Custard dessert, reduced fat, refrigerated",0.97562944,0.19370167,0.18574567,0.20620589,0.037393191,0.0066875618
39710,39710,lait et produits laitiers,produits laitiers frais et assimilés,Crème pâtissière,Pastry cream or custard,0.84592096,0.18637582,0.10430845,0.21684153,0.037393191,0.0066875618
12834,12834,lait et produits laitiers,fromages,Crottin de Chavignol (fromage de chèvre),"Crottin de Chavignol cheese, from goat's milk",6.0613288,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618
12832,12832,lait et produits laitiers,fromages,"Crottin de chèvre, au lait cru","Crottin cheese, from goat's milk, from raw milk",7.0961898,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618
12833,12833,lait et produits laitiers,fromages,"Crottin de chèvre, sans précision","Crottin cheese, from goat's milk",7.0961898,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618
20911,20911,lait et produits laitiers,produits laitiers frais et assimilés,"Dessert au soja aromatisé, rayon frais","Soy dessert, flavoured, refrigerated",0.15352625,0.24368346,0.18574567,0.23115032,0.037393191,0.0066875618
19692,19692,lait et produits laitiers,produits laitiers frais et assimilés,"Dessert au soja, aux fruits, rayon frais","Soy dessert, w fruits, refrigerated",0.15352625,0.24368346,0.18574567,0.23115032,0.037393191,0.0066875618
19693,19693,lait et produits laitiers,produits laitiers frais et assimilés,"Dessert au soja, nature, rayon frais","Soy dessert, plain, refrigerated",0.13096796,0.25494385,0.18574567,0.20907781,0.037393191,0.0066875618
12729,12729,lait et produits laitiers,fromages,Edam,"Edam cheese, from cow's milk",5.0089587,0.41639006,0.26266115,0.21150363,0.03557378,0.0066875618
12115,12115,lait et produits laitiers,fromages,Emmental ou emmenthal,"Emmental cheese, from cow's milk",5.2846775,0.38957707,0.26266115,0.21150363,0.03557378,0.0066875618
12118,12118,lait et produits laitiers,fromages,Emmental ou emmenthal râpé,"Emmental cheese, grated, from cow's milk",5.3188116,0.3864226,0.26266115,0.21150363,0.03557378,0.0066875618
12038,12038,lait et produits laitiers,fromages,Époisses,"Époisses cheese, from cow's milk",4.2548698,0.27378026,0.26266115,0.21150363,0.03557378,0.0066875618
19641,19641,lait et produits laitiers,produits laitiers frais et assimilés,"Faisselle, 6% MG environ","Drained soft fresh cheese, around 6% fat",4.445018,0.26349113,0.18055336,0.21150363,0.03557378,0.0066875618
12061,12061,lait et produits laitiers,fromages,Feta de brebis,"Feta cheese, from ewe's milk",4.7479417,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618
19674,19674,lait et produits laitiers,produits laitiers frais et assimilés,"Flan aux œufs, rayon frais","Flan with eggs, refrigerated",1.1191923,0.21421965,0.1857632,0.20349574,0.037393191,0.0066875618
12121,12121,lait et produits laitiers,fromages,Fontina,"Fontina cheese, from cow's milk",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.0066875618
12522,12522,lait et produits laitiers,fromages,Fourme d'Ambert,"Fourme d'Ambert cheese, from cow's milk",4.7213535,0.24783376,0.26266115,0.21150363,0.03557378,0.0066875618
12519,12519,lait et produits laitiers,fromages,Fourme de Montbrison,Fourme de Montbrison cheese,4.8321434,0.24157081,0.26266115,0.21150363,0.03557378,0.0066875618
12705,12705,lait et produits laitiers,fromages,Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG,"Firm cheese, around 14% fat, Maasdam-type cheese, reduced fat",4.5065019,0.46607297,0.26266115,0.21150363,0.03557378,0.0066875618
12741,12741,lait et produits laitiers,fromages,Fromage à pâte ferme environ 27% MG type Maasdam,"Firm cheese, around 27% fat, Maasdam-type cheese",4.8740373,0.42900795,0.26266115,0.21150363,0.03557378,0.0066875618
12047,12047,lait et produits laitiers,fromages,"Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)","Soft-ripened washed-rind cheese, from pasteurised milk (Vieux pané-type cheese)",4.6508876,0.25141259,0.26266115,0.21150363,0.03557378,0.0066875618
12008,12008,lait et produits laitiers,fromages,Fromage à pâte molle double crème environ 30% MG,"Soft-ripened cheese, double cream, around 30% fat",4.5420937,0.25812289,0.26266115,0.21150363,0.03557378,0.0066875618
12003,12003,lait et produits laitiers,fromages,Fromage à pâte molle et croûte fleurie (type camembert),Soft-ripened cheese with bloomy rind (Camembert-type cheese),4.6720139,0.25051788,0.26266115,0.21150363,0.03557378,0.0066875618
12035,12035,lait et produits laitiers,fromages,"Fromage à pâte molle et croûte lavée, allégé environ 13% MG","Soft-ripened washed-rind cheese, reduced fat, around 13% fat",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.0066875618
12050,12050,lait et produits laitiers,fromages,Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,"Soft -ripened washed, bloomy and coloured rind cheese",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.0066875618
12033,12033,lait et produits laitiers,fromages,Fromage à pâte molle triple crème environ 40% MG,"Soft-ripened cheese, triple cream, around 40% fat",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.0066875618
12116,12116,lait et produits laitiers,fromages,"Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse","Hard cheese, emmental-type cheese, reduced fat",5.3188116,0.3864226,0.26266115,0.21150363,0.03557378,0.0066875618
19644,19644,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage blanc nature, 0% MG","Fresh cream cheese, plain, fat free",1.0765009,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618
19646,19646,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage blanc nature, 3% MG environ","Fresh cream cheese, plain, around 3% fat",1.3007719,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618
19649,19649,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage blanc nature, gourmand, 8% MG environ","Fresh cream cheese, plain, creamy, around 8% fat",1.6708191,0.12934822,0.18055336,0.18416821,0.03557378,0.0066875618
19659,19659,lait et produits laitiers,produits laitiers frais et assimilés,"Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ","Fresh cream cheese, with fruits, creamy, with sugar, around 7% fat",0.85497248,0.16659573,0.18574567,0.20621948,0.037393191,0.0066875618
12520,12520,lait et produits laitiers,fromages,Fromage bleu au lait de vache,"Blue cheese, from cow's milk",4.5845034,0.25543877,0.26266115,0.21150363,0.03557378,0.0066875618
12521,12521,lait et produits laitiers,fromages,Fromage bleu d'Auvergne,"Auvergne blue cheese, from cow's milk",4.7151412,0.24783376,0.26266115,0.21150363,0.03557378,0.0066875618
12527,12527,lait et produits laitiers,fromages,Fromage bleu de Bresse,"Bresse blue cheese, from cow's milk",4.5845034,0.25543877,0.26266115,0.21150363,0.03557378,0.0066875618
12528,12528,lait et produits laitiers,fromages,Fromage bleu de Bresse allegé environ 15% MG,"Bresse blue cheese, from cow's milk, reduced fat, around 15% fat",4.3014958,0.27109614,0.26266115,0.21150363,0.03557378,0.0066875618
12523,12523,lait et produits laitiers,fromages,Fromage bleu des Causses,"Causses blue cheese, from cow's milk",4.7352584,0.24693905,0.26266115,0.21150363,0.03557378,0.0066875618
12824,12824,lait et produits laitiers,fromages,Fromage de brebis à pâte molle et croûte fleurie,"Soft ripened cheese with bloomy rind, from ewe's milk, Camembert-type cheese",4.7479417,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618
12827,12827,lait et produits laitiers,fromages,Fromage de brebis à pâte pressée,"Semi-hard cheese, from ewe's milk",3.9373469,0.38642648,0.26266115,0.21150363,0.03557378,0.0066875618
12762,12762,lait et produits laitiers,fromages,Fromage de brebis Corse à pâte molle,"Corsica soft ripened cheese, from ewe's milk",7.5175743,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618
12747,12747,lait et produits laitiers,fromages,Fromage de brebis des Pyrénées,"Pyrénées cheese, from ewe's milk",4.4855436,0.31387294,0.26266115,0.21150363,0.03557378,0.0066875618
12820,12820,lait et produits laitiers,fromages,Fromage de chèvre à pâte molle et croûte fleurie type camembert,"Soft-ripened cheese with bloomy rind, from goat's milk, Camembert-type cheese",6.8005152,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618
12814,12814,lait et produits laitiers,fromages,"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé","Soft-ripened cheese, from goat's milk, from pasteurised milk",6.8005152,0.29397361,0.26266115,0.21150363,0.03557378,0.0066875618
